"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Login and verify top menu navigation","8569","loginTest","Surefire suite","Sat Jul 05 11:40:38 IST 2025","passed","Sat Jul 05 11:40:46 IST 2025","com.example.AppTest","Surefire test","com.example.AppTest","loginTest"
